,product_id,product_name,aisle_id,department_id,suggested_prods,suggested_aisle_ids,suggested_pro_ids,suggested_dept_id
742,743,Pepperoni Party Pizza,79,1,"Pizza for One Suprema  Frozen Pizza,Lunchmakers Pizza Pepperoni with Nestle Crunch Bar,Thin Crust Pepperoni & Pesto Pizza,Thin & Crispy Crust Pepperoni Pizza","79,13,79,79","18,885,992,571","1,20,1,1"
743,744,Organic Four Bean Feast Baby Food,92,18,"Bean Threads,Organic Whole Peeled Baby Carrots,Starting Solids Carrots Organic Baby Food,Fancy Feast Trout Feast Flaked Wet Cat Food","66,123,92,41","741,343,509,26","6,4,18,8"
744,745,Complete Funfetti Buttermilk Pancake & Waffle Mix,130,14,"Sweet Cream Buttermilk Powder,Light and Fluffy  Blueberry Pancake Mix,Shake n Pour Buttermilk Pancake Mix,Pancake Mix, Buttermilk","17,130,130,130","395,565,994,68","13,14,14,14"
745,746,Honeydew Hawaiian Shampoo,22,11,"Biotin & Collagen Shampoo,Lasting Color Shampoo,Daily Moisture Shampoo,Shampoo Baby Shampoo","22,22,22,102","523,55,498,956","11,11,11,18"
746,747,Xylitol Sweetener,17,13,"Eco-Pac Kamut Puffs Cereal,Cheese Creations Four Cheese Cheese Sauce,Disinfectant Spray Cherry Blossom & Pomegranate Scent,Apricots","121,9,101,18","3,403,413,281,000","14,9,17,10"
747,748,Romaine,123,4,"Eco-Pac Kamut Puffs Cereal,Cheese Creations Four Cheese Cheese Sauce,Disinfectant Spray Cherry Blossom & Pomegranate Scent,Apricots","121,9,101,18","3,403,413,281,000","14,9,17,10"
748,749,Dark Chocolate Bar 68% Cacao,45,19,"Dark Chocolate Peanut Candy,Dark Chocolate Raisins,Organic 54% Cocoa Dark Chocolate Bar,Black Salt Caramel Dark Chocolate Bar","45,50,45,45","901,435,974,921","19,19,19,19"
749,750,Marble Cake Slice,8,3,"Chocolate Fudge Layer Cake,Frozen All Butter Pound Cake,6\"" Organic Carrot Cake,Pound Cake Cake Mix","119,119,8,105","12,358,218,362","1,1,3,13"
750,751,Clean Day Countertop Spray,114,17,"Disinfectant Spray Cherry Blossom & Pomegranate Scent,Disinfectant Spray, Crisp Linen Scent,Original No-Stick Cooking Spray,Rescue Remedy, Spray","101,114,19,11","328,938,826,203","17,17,13,11"
751,752,Tomatillos Tomatoes,30,6,"Creamline Yogurt Wild Blueberry,Mild Diced Tomatoes with Green Chilis,100% Organic Diced Tomatoes,Organic Diced Tomatoes","120,81,81,81","339,993,405,890","16,15,15,15"
752,753,Milk Chocolate Toffee Bits,17,13,"Vanilla Milk Chocolate Almond Ice Cream Bars Multi-Pack,High Protein Chocolate Light Milk Shake,Alpha-Bits Multigrain Cereal,Kisses Milk Chocolate Candy","37,65,121,45","130,832,238,184","1,11,14,19"
753,754,Hydro Silk Women's Sensitive Skin Refill Blades,55,11,"1000 Roses Floral Toner for Sensitive Skin,Satin Care Sensitive Skin Shave Gel,Free & Clear Natural Laundry Detergent For Sensitive Skin,Embrace Sensitive Women's 5 Blade Disposable Razors","109,55,75,55","547,632,204,564","11,11,17,11"
754,755,Skim Milk sharp Cheddar Cheese Singles,21,16,"Deluxe Sauce Made with 2% Milk Cheese Macaroni & Cheese Dinner,Cheddar Cheese Curds,Extra Sharp Cheddar Cheese,Sharp Cheddar","4,21,21,21","326,641,169,121","9,16,16,16"
755,756,Malt Vinegar & Sea Salt Kettle Cooked Potato Chips,107,19,"Fingerling Potato,Town House Sea Salt & Olive Oil Flatbread Crisps,Organic Rice Vinegar,Organic Blue Corn Sea Salt Tortilla Chips","83,78,66,107","882,683,95,212","4,19,6,19"
756,757,Premium Deli Hard Salami,96,20,"Premium Apple Juice,Sliced Kosher Salami,Premium Deli Oven Roasted Turkey Breast,Uncured Hard Salami","98,96,96,96","935,374,62,611","7,20,20,20"
757,758,No Sugar Added The Original Fudge Pops,37,1,"Chocolate Fudge Layer Cake,Original Turkey,Toaster Pops Strawberry,100% Juice No Sugar Added Fruit Punch","119,96,52,98","12,176,381,289","1,20,1,7"
758,759,Pain Reliever and Fever Reducer Cherry Infant Drops,11,11,"Yellow Cherry Tomato,Cherry Pie,Infant's Blend Probiotic,Day and Night Multi-Symptom and Severe Cold & Cough Pain Reliever/Fever Reducer","83,8,70,11","494,874,113,361","4,3,11,11"
759,760,Cracker Trio Selected Favorites,78,19,"Smart Ones Classic Favorites Mini Rigatoni With Vodka Cream Sauce,Cracker Crunchers Bologna with Nestle Butterfinger Bar LunchMakers,Honey Maid Graham Cracker Crumbs,Sprouted Kale Cracker","38,13,17,78","4,947,513,103","1,20,13,19"
760,761,Tidy Cats 4-in-1 Strength Cat Litter,41,8,"Awesome Strength Paper Towels,Extra Strength Berry,Cat Food, Premium, Adult Cat Formula,24/7 Performance Cat Litter","54,64,41,41","679,345,848,54","17,7,8,8"
761,762,100% Columbian Coffee,26,7,"All Natural 100% Apple Juice,Majestic Roast Ground Coffee,Vanilla with Almond Milk Iced Coffee,Coffee Liqueur","98,26,26,124","82,916,69,522","7,7,7,5"
762,763,Lemonade Flavor Drink Mix,90,7,"Organic Peppermint Lemonade,Sugar Free Fruit Juicy Red Drink Mix,Pink Vitamin C 1000 Mg Pink Lemonade Drink Mix,Liquid Drink Mix Blackberry Lemonade","31,90,47,90","290,842,408,385","7,7,11,7"
763,764,Classic Butter Microwave Popcorn,23,19,"Classic Original Hummus,Classic coke,Healthy Pop Butter Popcorn,Butter Flavor Pan Popcorn","67,77,23,23","544,649,56,771","20,7,19,19"
764,765,Swaddlers Diapers Jumbo Pack Size Newborn,56,18,"OneZip Storage Bags Quart Size Value Pack,Baby Dry Diapers Size 4,Overnight Diapers Size 6,Cruisers Diapers Jumbo Pack - Size 5","85,56,56,56","270,879,15,682","17,18,18,18"
765,766,Refried Beans Vegetarian,30,6,"Dark Red Kidney Beans,Vegetarian Brown  Gravy Mix,Garbanzo Beans,Traditional No Fat Refried Beans","59,5,59,59","429,711,790,703","15,13,15,15"
766,767,Organic Fiber Fruit Blend,116,1,"Wild Rice Blend,Mache Blend,Organic Fruit Punch,Organic California Blend","68,123,98,116","503,389,646,634","10,4,7,1"
767,768,Nacho Grain-Free Tortilla Chips,100,21,"Restaurant Style Organic Chia & Quinoa Tortilla Chips,Organic Blue Corn Sea Salt Tortilla Chips,Simply Beyond Black Bean Tortilla Chips,Nacho Cheese White Bean Chips","107,107,107,107","141,212,180,32","19,19,19,19"
768,769,Sliced American Cheese,21,16,"Premium Sliced Bacon,Cheese Creations Four Cheese Cheese Sauce,American Cheese Slices,2% Yellow American Cheese","106,9,21,2","907,341,516,98","12,9,16,16"
769,770,Preference Fade-Defying Color + Shine System 9.5NB Lightest Natural Blonde,22,11,"Tri Color Tortilla Strips,Lasting Color Shampoo,Red Food Color,Natural Food Color Packets","89,22,97,17","539,55,263,323","13,11,13,13"
770,771,Butter Flavor Pan Popcorn,23,19,"Organic Salted Butter,Spicy Jalapeno Ranch Popcorn,Classic Butter Microwave Popcorn,Healthy Pop Butter Popcorn","36,23,23,23","651,822,764,56","16,19,19,19"
771,772,Deluxe White Cheddar & Bacon Macaroni & Cheese Dinner,4,9,"Extra Sharp Cheddar Cheese,Cheddar Cheese Curds,SpongeBob Shapes Macaroni & Cheese Dinner,Deluxe Sauce Made with 2% Milk Cheese Macaroni & Cheese Dinner","21,21,4,4","169,641,592,326","16,16,9,9"
772,773,Double Control Small Roach Baits Insecticide,87,17,"Cat Treats Hair Ball Control Chicken,Mini Double Chocolate Ice Cream Bars,Small & Medium Dental Dog Treats,Double Berry Cheesecake","41,37,40,37","779,997,21,672","8,1,8,1"
773,774,Organic 100% Whole Wheat Rigatoni,131,9,"100% Whole Wheat Flour Burrito Tortillas,Organic Whole Wheat Elbows,100% Whole Wheat Pita Bread,Organic Thin Sliced 100% Whole Wheat Bread","128,131,128,112","737,283,83,566","3,9,3,3"
774,775,Organic Dried Cranberries,117,19,"Freeze-Dried Edamame Veggie Snack,Dried Parsley Flakes,Cranberry Almond Fruit Clusters Dried Cranberries,Dried Sweetened Cranberries","50,104,125,117","508,884,549,248","19,13,19,19"
775,776,Fruit Salad Gummi Candy,45,19,"Italian Pasta Salad,Arugula Salad,Candy, Original,Just Fruit Salad","1,123,45,50","209,142,303,870","20,4,19,19"
776,777,Teensy Fruits Baby Fruit Snacks Berry,92,18,"Scooby-Doo! Fruit Flavored Snacks,Annie's Bunny Fruit Snacks Variety,Blueberry & Banana Tiny Fruits Freeze Dried Snacks,Island Fruits Fruit Snacks","50,50,92,50","115,939,849,256","19,19,18,19"
777,778,All Natural Homestyle California Lemon Limeade,31,7,"Cabernet Sauvignon California,Organic Mini Homestyle Waffles,California Merlot,Organic California Blend","28,52,28,116","598,162,837,634","5,1,5,1"
778,779,Cat Treats Hair Ball Control Chicken,41,8,"Complete Health Deboned Chicken, Chicken Meal and Rice Cat Food,Snack Sticks Chicken & Rice Recipe Dog Treats,Sliced Chicken Entree Cat Food,Chicken Meatballs Dog Treats","41,40,41,40","342,722,442,236","8,8,8,8"
779,780,Breadstick,112,3,"Eco-Pac Kamut Puffs Cereal,Cheese Creations Four Cheese Cheese Sauce,Organic Whole Peeled Baby Carrots,Apricots","121,9,123,18","3,403,413,431,000","14,9,4,10"
780,781,Organic Shredded Mild Cheddar,21,16,"Cheddar Chex Mix,Mild Salsa Divino,Sharp Cheddar,Colby Jack & Mild Cheddar Combo Pack","125,51,21,21","955,107,121,352","19,13,16,16"
781,782,"85% Lean, 15% Fat Ground Turkey (013021)",49,12,"Turkey Chili,Original Turkey,Turkey,Ground Turkey Chub","1,96,96,34","554,176,287,118","20,20,20,1"
782,783,Mega Mag,47,11,"Basil Daly Bar Soap,Apricots,Mega Shower Foamer with Ultra Cling Trigger,Everyday Mega Pack Paper Plates","25,18,114,111","3,331,000,798,428","11,10,17,17"
783,784,Organic Vegetable Tray,83,4,"Roasted Vegetable Soufflé,Organic Hearty Garden Vegetable Soup,Organic Elmo Vegetable Soup,Organic Southwestern Vegetable Soup","38,69,69,69","206,626,684,644","1,15,15,15"
784,785,Get Lost Weight Loss Tea,94,7,"Brambleberry Herbal Tea,Organic Chamomile Lemon Tea,Chai Tea Bags,Tea Temples Green Tea With Mint","94,94,94,94","237,97,281,560","7,7,7,7"
785,786,Thick Gel Toilet Bowl Cleaner,114,17,"Fresh Scent Dishwasher Cleaner,White Writing Gel,Automatic Toilet Bowl Cleaner Bleach & Blue Rain Clean Scent Pack,Automatic Toilet Bowl Cleaner with Bleach","74,97,114,114","14,357,865,980","17,13,17,17"
786,787,Coconut Lime Lip Balm,73,11,"Coconut Drink, Vanilla,Clarified Lime Juice,Lime Sherbet,Coconut Yogurt","91,17,37,120","670,609,344,920","16,13,1,16"
787,788,XXX Acai Blueberry Pomegranate,64,7,"Blueberry Pomegranate Acaí Cultured Goat Milk Kefir,Organic Lowfat Pomegranate Acai Kefir Probiotic Cultured Milk Smoothie,Strawberry Pomegranate,Organic Blueberry Pomegranate Whole Milk Yogurt","120,120,3,120","446,515,983,584","16,16,19,16"
788,789,Ultimate Absorbency Regular Length,126,11,"Radiant Pantiliners Regular Wrapped Unscented,Ultimate Omega 1000 mg Lemon Soft Gels,Cavity Protection Regular Flavor Toothpaste,Unscented Regular Sleek Tampons","126,47,20,126","200,367,976,708","11,11,11,11"
789,790,Garbanzo Beans,59,15,"Kidney Beans, Dark, Premium,Country Style Baked Beans,Dark Red Kidney Beans,Refried Beans Vegetarian","30,59,59,30","643,181,429,766","6,15,15,6"
790,791,Creamy Chocolate Sugar Free Powder Coffee Creamer,53,16,"Arrowroot Powder,Gluten Free Sugar Cookie Mix,Sugar Free Mint Patties,Gluten Free Sugar Cones","6,105,45,103","506,847,382,903","2,13,19,19"
791,792,Organic Pasteurized Apple Juice,98,7,"Organic Super Berry Juice,Apple Sparkling Juice Beverage,All Natural 100% Apple Juice,Premium Apple Juice","31,98,98,98","802,618,82,935","7,7,7,7"
792,793,Organic Spinach Quinoa Powermeal Bowl,123,4,"Organic Apple Spinach Kale Coconut Water Superjuice,Thick Gel Toilet Bowl Cleaner,Restaurant Style Organic Chia & Quinoa Tortilla Chips,Spinach Pesto","98,114,107,9","299,786,141,813","7,17,19,9"
793,794,Pad Thai Rice Noodles,66,6,"Wild Rice Blend,Organic Rice Vinegar,Chow Mein Thin Noodles,Organic Medium Yellow Thai Curry","68,66,4,72","503,95,450,575","10,6,9,13"
794,795,"Organic Fuel, High Protein Milk Shake, Vanilla",65,11,"Hemp Protein, Organic,Vanilla Almond Protein Bar,Protein Shake, Organic, Banana Creme,High Protein Chocolate Light Milk Shake","65,3,64,65","75,406,911,832","11,19,7,11"
795,796,Chocolate Reese's Peanut Butter Cup Creme Oreo,61,19,"Multigrain Peanut Butter Cereal,Peanut Butter Bars,Peanut Butter Cereal,Peanut Butter Chocolate Chip Bar","121,3,121,3","637,985,34,883","14,19,14,19"
796,797,Unstopables Downy Unstopables Dreams In-Wash Scent Booster Fabric Enhancer 13.2oz Fabric Enhancers,75,17,"Beach Sage Liquid Fabric Softener,Mountain Stream Fabric Softener,Fabric Softener, Geranium Scent,Fabric Softener Dryer Sheet Free & Gentle 200CT Fabric Enhancers","75,75,75,75","434,843,111,368","17,17,17,17"
797,798,Mega Shower Foamer with Ultra Cling Trigger,114,17,"Everyday Mega Pack Paper Plates,Ultra-Filtered Whole Milk,Ultra Thin Pastrami,Mega Mag","111,84,96,47","428,877,403,783","17,16,20,11"
798,799,Fresh Cut Specialties Cut Golden Wax Beans,81,15,"Quick Cooking Steel Cut Oats,Thick Cut Italian 7-Herb Blend Crispbreads,Zita Cut, No. 118,Fresh Cut Golden Sweet No Salt Added Whole Kernel Corn","130,78,131,81","697,841,139,29","14,19,9,15"
799,800,Organic Classic Caraway Kraut,110,13,"Single Classic Canned Meat,Classic Butter Microwave Popcorn,Classic Original Hummus,Classic coke","59,23,67,77","834,764,544,649","15,19,20,7"
800,801,Advanced Care Skin Renew Anti-Perspirant Deodorant,80,11,"Gentle Clean Foaming Face Cleanser, 6.7 fl oz Female Skin Care,Satin Care Sensitive Skin Shave Gel,Phoenix Anti-Perspirant & Deodorant Stick Twin Pack,Revive Anti-Perspirant Deodorant","73,55,80,80","482,632,393,316","11,11,11,11"
801,802,Organic Super Berry Juice,31,7,"Organic Pasteurized Apple Juice,Organic Orange Turmeric Juice,Super Enzymes,Green Berry Rush Juice Drink","98,31,47,98","792,488,390,639","7,7,11,7"
802,803,Heirloom Boysenberries,116,1,"Eco-Pac Kamut Puffs Cereal,Disinfectant Spray Cherry Blossom & Pomegranate Scent,Apricots,Organic Spicy Heirloom Marinara Sauce","121,101,18,9","3,403,281,000,284","14,17,10,9"
803,804,Ratatouille,100,21,"Creamline Yogurt Wild Blueberry,Eco-Pac Kamut Puffs Cereal,Green Peas, Organic, Petite,Apricots","120,121,116,18","3,393,403,271,000","16,14,1,10"
804,805,Vitamin D3 1000 I.U Vegetable Capsules,47,11,"Calcium Magnesium Citrate Plus Vitamin D3 Natural Mixed Berry Flavor,Vitamin C 1000 Mg Tropical Drink Mix Dietary Supplement,Vitamin C Formula 1000 mg Vegetarian Tablets,Vitamin D3 Cholecalciferol Softgels","47,47,47,47","909,366,715,951","11,11,11,11"
805,806,100% Cranberry Juice Blend,98,7,"Antioxidant Cranberry Body Wash,100% Juice No Sugar Added Fruit Punch,Crushed Pineapple in 100% Juice,All Natural 100% Apple Juice","25,98,99,98","441,289,986,82","11,7,15,7"
806,807,For Chicken Marinade,5,13,"Complete Health Deboned Chicken, Chicken Meal and Rice Cat Food,Chicken Base,BBQ Concentrate & Marinade Sauce,Creamy Italian Dressing Marinade","41,69,5,89","342,673,553,315","8,15,13,13"
807,808,Wild Raspberry Hibiscus Caffiene Free Herbal Tea Bags,94,7,"Super Slimming Herbal Tea,Brambleberry Herbal Tea,Chai Tea Bags,Tea, Superflower, Hibiscus, Blueberry, Caffeine-Free, Bags","94,94,94,94","348,237,281,447","7,7,7,7"
808,809,Bolani Pumpkin Filled Flatbread,13,20,"Basil Daly Bar Soap,Town House Sea Salt & Olive Oil Flatbread Crisps,Coco Joe Pumpkin Seeds,Pumpkin Muffin Mix","25,78,117,105","333,683,840,50","11,19,19,13"
809,810,Organic Honey Mustard,72,13,"Almond Honey Protein+ Bar,Organic Hard Candy Blood Orange and Honey,Deli Spicy Brown Mustard,Honey Mustard","3,45,72,72","445,398,977,254","19,19,13,13"
810,811,Chocolate Decorating Cookie Icing,97,13,"Gluten Free Sugar Cookie Mix,Cookie Sheets,Chocolate Mint Cookie Crunch Nutrition Bar,Cookie Chips Crunchy Dark Chocolate Chocolate Chip Cookies","105,10,3,61","847,604,205,559","13,17,19,19"
811,812,Healthy Grains Oats & Honey Clusters with Toasted Coconut Gluten Free,57,14,"Gluten Free Sugar Cones,Best Grains Honey & Crunch Oat Bread,Protein Blend Honey Oats & Seeds Cereal,Gluten Free Organic Cereal Coconut Maple Vanilla","103,112,121,130","903,317,510,211","19,3,14,14"
812,813,Spinach Pesto,9,9,"Spinach Basil Garlic Linguini,Penne Rigate With Spinach,Spinach & Feta Pierogi,Thin Crust Pepperoni & Pesto Pizza","12,131,38,79","76,179,202,992","9,9,1,1"
813,814,Trix Cotton Candy Yogurt,120,16,"Minis Candy Bars,Snack Size Candy,Coconut Yogurt,Candy, Original","45,45,120,45","207,630,920,303","19,19,16,19"
814,815,Orange Flavored Sports Drink,64,7,"Pure Coconut Water With Orange,Organic Orange Turmeric Juice,Mint Chocolate Flavored Syrup,Coconut Drink, Vanilla","98,31,103,91","7,488,16,670","7,7,19,16"
815,816,Calcium Lime & Rust Remover,114,17,"Laundry Soil Stain Remover,Key Lime Soda,Clarified Lime Juice,Lime Sherbet","75,77,17,37","416,257,609,344","17,7,13,1"
816,817,3rd Foods Chicken Noodle Dinner,92,18,"2nd Foods Bananas,Blakes Chicken Parmesan Dinner,Chunky Classic Chicken Noodle Soup,Noodle Soup Mix With Chicken Broth","92,38,69,69","426,81,928,37","18,1,15,15"
817,818,Micro Craft Beer,27,5,"Diet Root Beer,Super Dry Beer,Beer, IPA,Lite Beer","77,27,27,27","277,379,736,470","7,5,5,5"
818,819,Totality Multi-Symptom Relief,44,11,"Vanilla Milk Chocolate Almond Ice Cream Bars Multi-Pack,NasaFlo Neti Pot Sinus Relief with Premixed,Lemon Fresh Multi Surface Cleaner,Day and Night Multi-Symptom and Severe Cold & Cough Pain Reliever/Fever Reducer","37,11,114,11","130,603,732,361","1,11,17,11"
819,820,Vanilla Almond Butter Squeeze,88,13,"Vanilla with Almond Milk Iced Coffee,Organic Raw Almond Butter,Vanilla Almond Protein Bar,Vanilla Almond Breeze Almond Milk","26,88,3,91","69,558,406,432","7,13,19,16"
820,821,Cranberry Urinary Tract Health,126,11,"Pomegranate Cranberry & Aloe Vera Enrich Drink,Cranberry Almond Fruit Clusters Dried Cranberries,Antioxidant Cranberry Body Wash,100% Cranberry Juice Blend","98,125,25,98","20,549,441,806","7,19,11,7"
821,822,Spicy Jalapeno Ranch Popcorn,23,19,"Healthy Pop Butter Popcorn,Butter Flavor Pan Popcorn,Organic Ranch Veggie Dip,Gluten-Free Boom Chicka Pop Sweet & Spicy Popcorn","23,23,67,23","56,771,147,726","19,19,20,19"
822,823,Refreshing Ocean Breeze Body Wash,127,11,"For Men Odor Armor Body Wash,Moisturizing Lavender Body Wash,Antioxidant Cranberry Body Wash,Lavender Body Wash","127,25,25,25","296,878,441,474","11,11,11,11"
823,824,Flourless Chocolate Truffle Cake,8,3,"Frozen All Butter Pound Cake,6\"" Organic Carrot Cake,Chocolate Fudge Layer Cake,Pound Cake Cake Mix","119,8,119,105","358,218,12,362","1,3,1,13"
824,825,Cream Cleanser for Normal to Dry Skin,109,11,"Super Dry Beer,Essentials Foaming Facial Cleanser,Ice Cream, Cookies & Cream,Gentle Clean Foaming Face Cleanser, 6.7 fl oz Female Skin Care","27,73,37,73","379,529,431,482","5,11,1,11"
825,826,Original No-Stick Cooking Spray,19,13,"Rescue Remedy, Spray,Candy, Original,Original Turkey,Sweet Cooking Rice Seasoning","11,45,96,66","203,303,176,70","11,19,20,6"
826,827,Albacore Chunk White Tuna in Water,95,15,"Pompelmo Water,White Chicken Chili,White Tea Lavender Probiotic Kefir Water No. 2,Wild Albacore Tuna No Salt Added","100,59,94,95","491,448,892,79","21,15,7,15"
827,828,Euro Sponge Cloths,114,17,"Sweeper Open Window Fresh Scent Wet Mopping Cloths Refill,EcoNet Recycled Bath Sponge,Sponge Blossoms,Sponge Mop","114,109,114,114","717,229,674,268","17,11,17,17"
828,829,Compleats Good Mornings Bacon Breakfast Scramble,4,9,"Deluxe White Cheddar & Bacon Macaroni & Cheese Dinner,Pear and Blueberry Baby Breakfast,Good & Clean Gentle Acne Wash,Premium Sliced Bacon","4,92,109,106","772,493,525,907","9,18,11,12"
829,830,Skinny Wheat Buns,112,3,"Whole Wheat Fig Bar,Whole Wheat Spanakopita,Whole Wheat Loaves,Whole Wheat Tortillas","48,129,112,128","457,360,666,58","14,1,3,3"
830,831,All Natural Premium Cornish Hen,34,1,"Premium Deli Hard Salami,Kidney Beans, Dark, Premium,Premium Sliced Bacon,Premium Apple Juice","96,30,106,98","757,643,907,935","20,6,12,7"
831,832,High Protein Chocolate Light Milk Shake,65,11,"Chocolate Brownie Flavor Protein Bar,Kisses Milk Chocolate Candy,Protein Shake, Organic, Banana Creme,Organic Fuel, High Protein Milk Shake, Vanilla","3,45,64,65","387,184,911,795","19,19,7,11"
832,833,Hearts Assortment,45,19,"Eco-Pac Kamut Puffs Cereal,Organic Whole Grassmilk Milk,Apricots,All Time Great's Candy Assortment","121,84,18,45","3,403,291,000,917","14,16,10,19"
833,834,Single Classic Canned Meat,59,15,"Chicken Liver Paté Canned Cat Food,Camilia, Single Liquid Doses,Classic Original Hummus,Classic coke","41,6,67,77","668,86,544,649","8,2,20,7"
834,835,Lemon Verbena Bar Soap,25,11,"Basil Daly Bar Soap,Geranium Daily Bar Soap,3 in 1 Soap for Every Man, Cucumber & Lemon,Automatic Dish Packs, Lemon Verbena Scent","25,25,25,75","333,586,152,667","11,11,11,17"
835,836,Sliced Onion Bagels,93,3,"Sliced American Cheese,Chips Onion Chipotle Garlic,Poppy Seed Bagels,Mini Pre-Sliced Blueberry Bagels","21,107,93,93","769,140,245,934","16,19,3,3"
836,837,California Merlot,28,5,"Pink Moscato California,Cabernet Sauvignon California,Washington State Merlot,Organic California Blend","6,28,28,116","713,598,580,634","2,5,5,1"
837,838,"Goat Cheese, Spreadable, Breakfast, Fig",51,13,"Cheese Creations Four Cheese Cheese Sauce,Raspberry Fig Bars,Whole Wheat Fig Bar,Garlic & Herb Fresh Goat Cheese","9,3,48,21","341,332,457,421","9,19,14,16"
838,839,Glass Bottles,77,7,"Apricots,Easy Grab 9\""x13\"" Oblong Glass Bakeware,Glass Storage Container with Green Silicone Protection,Diet Dr Pepper Bottles","18,10,85,77","1,000,105,265,695","10,17,17,7"
839,840,Coco Joe Pumpkin Seeds,117,19,"Healthfull Nuts & Seeds Bread,Pumpkin Muffin Mix,Sloppy Joe Sauce,Sloppy Joe","112,105,51,38","189,50,454,201","3,13,13,1"
840,841,Thick Cut Italian 7-Herb Blend Crispbreads,78,19,"Italian Pasta Salad,Fresh Cut Specialties Cut Golden Wax Beans,Onion & Herb Salt-Free Seasoning Blend,Italian Herb Porcini Mushrooms Chicken Sausage","1,81,104,106","209,799,908,35","20,15,13,12"
841,842,Sugar Free Fruit Juicy Red Drink Mix,90,7,"Gluten Free Sugar Cones,Fruit Punch Juice Drink,Lemonade Flavor Drink Mix,Gluten Free Sugar Cookie Mix","103,98,90,105","903,945,763,847","19,7,7,13"
842,843,Mountain Stream Fabric Softener,75,17,"Unstopables Downy Unstopables Dreams In-Wash Scent Booster Fabric Enhancer 13.2oz Fabric Enhancers,Beach Sage Liquid Fabric Softener,Fabric Softener Dryer Sheet Free & Gentle 200CT Fabric Enhancers,Fabric Softener, Geranium Scent","75,75,75,75","797,434,368,111","17,17,17,17"
843,844,Polska Kielbasa,106,12,"Eco-Pac Kamut Puffs Cereal,Cheese Creations Four Cheese Cheese Sauce,Complete Health Deboned Chicken, Chicken Meal and Rice Cat Food,Organic Whole Grassmilk Milk","121,9,41,84","340,341,342,329","14,9,8,16"
844,845,NyQuil Severe Cold & Flu,11,11,"Cold & Cough Formula, Effervescent Tablets, Citrus,Cold Brew Coffee Tahitian Vanilla,16 oz Cold Cups,Day and Night Multi-Symptom and Severe Cold & Cough Pain Reliever/Fever Reducer","11,26,111,11","914,197,415,361","11,7,17,11"
845,846,Apple Green Cups,111,17,"Plastic Measuring Cups,All Natural 100% Apple Juice,Sun Cups Dark Chocolate,Premium Apple Juice","10,98,45,98","473,82,124,935","17,7,19,7"
846,847,Gluten Free Sugar Cookie Mix,105,13,"Sugar Free Mint Patties,Sugar Free Fruit Juicy Red Drink Mix,Gluten Free Blueberry Muffin Mix,Gluten Free Sugar Cones","45,90,105,103","382,842,235,903","19,7,13,19"
847,848,"Cat Food, Premium, Adult Cat Formula",41,8,"Adult Dog Formula Dog Food,Proactive Health Mature Adult Hairball Care Cat Food,Salmon and Tuna Formula Dry Cat Food,Chicken & Brown Rice Formula Cat Food","40,41,41,41","531,501,970,597","8,8,8,8"
848,849,Blueberry & Banana Tiny Fruits Freeze Dried Snacks,92,18,"Organic Dried Cranberries,Teensy Fruits Baby Fruit Snacks Berry,Freeze-Dried Edamame Veggie Snack,Island Fruits Fruit Snacks","117,92,50,50","775,777,508,256","19,18,19,19"
849,850,Crunchy & Soft Taco Dinner Kit,30,6,"Blakes Chicken Parmesan Dinner,Vegetable Salad Kit, Sweet Kale,Taco Reduced Sodium Seasoning Mix,Autumn Vegetable & Turkey Dinner with Lil' Bits Purees Dinner","38,123,5,92","81,347,243,64","1,4,13,18"
850,851,Chile Con Queso Potato Crisps,107,19,"Organic Yukon Gold Potato Bag,Garnet Sweet Potato (Yam),Green Chile Anytime Sauce,Fingerling Potato","83,83,5,83","391,581,5,882","4,4,13,4"
851,852,Light String Cheese,21,16,"Light Strawberry Blueberry Yogurt,Cheese Creations Four Cheese Cheese Sauce,100% Natural String Cheese Mozzarella Cheese,String Cheese, Mozzarella","120,9,21,108","9,341,505,217","16,9,16,16"
852,853,Crunchy Granola Bars Variety Pack,48,14,"Granola, Veritas, Organic,Tasty Treasures Cat Food Variety Pack,Gluten Free Peanut Butter Berry  Chewy With A Crunch Granola Bars,Gluten Free Oatmeal, Variety Pack","57,41,3,130","550,528,594,216","14,8,19,14"
853,854,Traditional Red Miso,66,6,"Hacho Miso Aged & Fermented Soybeans,Red Roses,Traditional Tartar Sauce,Traditional Water Crackers","66,87,100,78","161,573,562,145","6,17,21,19"
854,855,Clamato Chelada Beer,27,5,"Diet Root Beer,Super Dry Beer,Beer, IPA,Lite Beer","77,27,27,27","277,379,736,470","7,5,5,5"
855,856,Asiago Cheese Bread,21,16,"Bread, Healthy Whole Grain,Oatnut Bread,Sunflower Bread,Cheese Creations Four Cheese Cheese Sauce","112,112,112,9","101,889,346,341","3,3,3,9"
856,857,Grilled Asparagus,123,4,"Eco-Pac Kamut Puffs Cereal,Cheese Creations Four Cheese Cheese Sauce,Apricots,ArtiHearts Fresh Grilled Artichokes","121,9,18,123","3,403,411,000,863","14,9,10,4"
857,858,"Pomegranate Coconut Sparkling Probiotic Drink, Organic",31,7,"Strawberry Pomegranate,Sparkling Blueberry,Organic Lowfat Pomegranate Acai Kefir Probiotic Cultured Milk Smoothie,Coconut Drink, Vanilla","3,77,120,91","983,456,515,670","19,7,16,16"
